t_mac,sample_idx,voltage_V,current_A,power_W,dp_V,dn_V,temp_C,energy_J,charge_C
1788633498.986,65,5.10353,0.48943,2.49780,0.000,0.000,31.0,1.64474,0.32252
1788633498.996,66,5.09630,0.48506,2.47199,0.000,0.000,31.0,1.66946,0.32737
1788633499.006,67,5.10536,0.49460,2.52509,0.000,0.000,31.0,1.69471,0.33232
1788633499.016,68,5.10056,0.49453,2.52236,0.000,0.000,31.0,1.71993,0.33726
1788633499.026,69,5.09975,0.49674,2.53325,0.000,0.000,31.0,1.74526,0.34223
1788633499.036,70,5.10630,0.47958,2.44888,0.000,0.000,31.0,1.76975,0.34703
1788633499.046,71,5.09048,0.50270,2.55899,0.000,0.000,31.0,1.79534,0.35206
1788633499.056,72,5.10653,0.49666,2.53623,0.000,0.000,31.0,1.82070,0.35702
1788633499.066,73,5.09964,0.49355,2.51691,0.000,0.000,31.0,1.84587,0.36196
1788633499.076,74,5.09136,0.48254,2.45679,0.000,0.000,31.0,1.87044,0.36678
1788633499.086,75,5.10318,0.48581,2.47918,0.000,0.000,31.0,1.89523,0.37164
1788633499.096,76,5.09691,0.48179,2.45565,0.000,0.000,31.0,1.91979,0.37646
1788633499.106,77,5.10503,0.49475,2.52570,0.000,0.000,31.0,1.94505,0.38141
1788633499.116,78,5.10348,0.47913,2.44524,0.000,0.000,31.0,1.96950,0.38620
1788633499.126,79,5.09977,0.48176,2.45687,0.000,0.000,31.0,1.99407,0.39102
1788633499.136,80,5.10745,0.47784,2.44055,0.000,0.000,31.0,2.01847,0.39579
1788633499.146,81,5.10641,0.48951,2.49962,0.000,0.000,31.0,2.04347,0.40069
1788633499.156,82,5.10064,0.50621,2.58200,0.000,0.000,31.0,2.06929,0.40575
1788633499.166,83,5.10131,0.48853,2.49214,0.000,0.000,31.0,2.09421,0.41064
1788633499.176,84,5.10364,0.48845,2.49285,0.000,0.000,31.0,2.11914,0.41552
1788633499.186,85,5.09865,0.49907,2.54459,0.000,0.000,31.0,2.14459,0.42051
1788633499.196,86,5.10458,0.48758,2.48888,0.000,0.000,31.0,2.16947,0.42539
1788633499.206,87,5.09768,0.50355,2.56696,0.000,0.000,31.0,2.19514,0.43042
1788633499.216,88,5.09453,0.47945,2.44257,0.000,0.000,31.0,2.21957,0.43522
1788633499.226,89,5.10335,0.48215,2.46056,0.000,0.000,31.0,2.24418,0.44004
1788633499.236,90,5.09978,0.48990,2.49839,0.000,0.000,31.0,2.26916,0.44494
1788633499.246,91,5.10422,0.49293,2.51600,0.000,0.000,31.0,2.29432,0.44987
1788633499.256,92,5.10711,0.49044,2.50473,0.000,0.000,31.0,2.31937,0.45477
1788633499.266,93,5.10705,0.47507,2.42620,0.000,0.000,31.0,2.34363,0.45952
1788633499.276,94,5.09785,0.48117,2.45294,0.000,0.000,31.0,2.36816,0.46433
1788633499.286,95,5.10448,0.47731,2.43643,0.000,0.000,31.0,2.39252,0.46911
1788633499.296,96,5.10362,0.47728,2.43585,0.000,0.000,31.0,2.41688,0.47388
1788633499.306,97,5.10157,0.50023,2.55196,0.000,0.000,31.0,2.44240,0.47888
1788633499.316,98,5.10292,0.48958,2.49830,0.000,0.000,31.0,2.46738,0.48378
1788633499.326,99,5.09900,0.47913,2.44307,0.000,0.000,31.0,2.49181,0.48857
1788633499.336,100,5.09684,0.47525,2.42225,0.000,0.000,31.0,2.51604,0.49332
1788633499.346,101,5.09611,0.49911,2.54354,0.000,0.000,31.0,2.54147,0.49831
1788633499.356,102,5.10519,0.48552,2.47868,0.000,0.000,31.0,2.56626,0.50317
1788633499.366,103,5.09050,0.49837,2.53697,0.000,0.000,31.0,2.59163,0.50815
1788633499.376,104,5.09702,0.49290,2.51233,0.000,0.000,31.0,2.61675,0.51308
1788633499.386,105,5.09997,0.50408,2.57080,0.000,0.000,31.0,2.64246,0.51812
1788633499.396,106,5.10403,0.50345,2.56960,0.000,0.000,31.0,2.66816,0.52316
1788633499.406,107,5.09958,0.50014,2.55051,0.000,0.000,31.0,2.69366,0.52816
1788633499.416,108,5.09607,0.48686,2.48107,0.000,0.000,31.0,2.71847,0.53303
1788633499.426,109,5.10774,0.49299,2.51806,0.000,0.000,31.0,2.74365,0.53796
1788633499.436,110,5.10014,0.50842,2.59300,0.000,0.000,31.0,2.76958,0.54304
1788633499.446,111,5.09960,0.48586,2.47768,0.000,0.000,31.0,2.79436,0.54790
1788633499.456,112,5.10492,0.50013,2.55310,0.000,0.000,31.0,2.81989,0.55290
1788633499.466,113,5.09711,0.49605,2.52841,0.000,0.000,31.0,2.84517,0.55786
1788633499.476,114,5.09969,0.49469,2.52277,0.000,0.000,31.0,2.87040,0.56281
1788633499.486,115,5.09601,0.49657,2.53054,0.000,0.000,31.0,2.89571,0.56777
1788633499.496,116,5.10196,0.49686,2.53495,0.000,0.000,31.0,2.92106,0.57274
1788633499.506,117,5.10258,0.47333,2.41519,0.000,0.000,31.0,2.94521,0.57747
1788633499.516,118,5.09795,0.49377,2.51723,0.000,0.000,31.0,2.97038,0.58241
1788633499.526,119,5.09905,0.47619,2.42809,0.000,0.000,31.0,2.99466,0.58717
1788633499.536,120,5.10831,0.47804,2.44195,0.000,0.000,31.0,3.01908,0.59195
1788633499.546,121,5.10095,0.48977,2.49828,0.000,0.000,31.0,3.04406,0.59685
1788633499.556,122,5.10191,0.50435,2.57313,0.000,0.000,31.0,3.06980,0.60190
1788633499.566,123,5.09566,0.46845,2.38704,0.000,0.000,31.0,3.09367,0.60658
1788633499.576,124,5.09586,0.51053,2.60158,0.000,0.000,31.0,3.11968,0.61169
1788633499.586,125,5.10217,0.50572,2.58027,0.000,0.000,31.0,3.14548,0.61674
1788633499.596,126,5.09304,0.48655,2.47803,0.000,0.000,31.0,3.17026,0.62161
1788633499.606,127,5.08951,0.48624,2.47471,0.000,0.000,31.0,3.19501,0.62647
1788633499.616,128,5.09628,0.48452,2.46927,0.000,0.000,31.0,3.21970,0.63132
1788633499.626,129,5.09919,0.48377,2.46683,0.000,0.000,31.0,3.24437,0.63615
1788633499.636,130,5.09965,0.48911,2.49429,0.000,0.000,31.0,3.26932,0.64104
1788633499.646,131,5.10366,0.49498,2.52623,0.000,0.000,31.0,3.29458,0.64599
1788633499.656,132,5.09228,0.49479,2.51962,0.000,0.000,31.0,3.31977,0.65094
1788633499.666,133,5.10592,0.48245,2.46335,0.000,0.000,31.0,3.34441,0.65577
1788633499.676,134,5.10077,0.49579,2.52892,0.000,0.000,31.0,3.36970,0.66072
1788633499.686,135,5.09953,0.49830,2.54108,0.000,0.000,31.0,3.39511,0.66571
1788633499.696,136,5.10387,0.48007,2.45023,0.000,0.000,31.0,3.41961,0.67051
1788633499.706,137,5.10549,0.48666,2.48464,0.000,0.000,31.0,3.44446,0.67537
1788633499.716,138,5.10157,0.49024,2.50102,0.000,0.000,31.0,3.46947,0.68028
1788633499.726,139,5.10550,0.49477,2.52605,0.000,0.000,31.0,3.49473,0.68523
1788633499.736,140,5.10219,0.49897,2.54585,0.000,0.000,31.0,3.52019,0.69021
1788633499.746,141,5.10456,0.48496,2.47549,0.000,0.000,31.0,3.54494,0.69506
1788633499.756,142,5.10640,0.50696,2.58874,0.000,0.000,31.0,3.57083,0.70013
1788633499.766,143,5.10156,0.47151,2.40541,0.000,0.000,31.0,3.59488,0.70485
1788633499.776,144,5.09932,0.49916,2.54537,0.000,0.000,31.0,3.62034,0.70984
1788633499.786,145,5.10102,0.47503,2.42312,0.000,0.000,31.0,3.64457,0.71459
1788633499.796,146,5.10189,0.48258,2.46205,0.000,0.000,31.0,3.66919,0.71942
1788633499.806,147,5.08945,0.48922,2.48986,0.000,0.000,31.0,3.69409,0.72431
1788633499.816,148,5.09661,0.50258,2.56145,0.000,0.000,31.0,3.71970,0.72933
1788633499.826,149,5.10955,0.47046,2.40385,0.000,0.000,31.0,3.74374,0.73404
1788633499.836,150,5.09859,0.48801,2.48814,0.000,0.000,31.0,3.76862,0.73892
1788633499.846,151,5.10422,0.50384,2.57174,0.000,0.000,31.0,3.79434,0.74396
1788633499.856,152,5.10024,0.49131,2.50582,0.000,0.000,31.0,3.81940,0.74887
1788633499.866,153,5.10374,0.48053,2.45248,0.000,0.000,31.0,3.84392,0.75368
1788633499.876,154,5.10184,0.47926,2.44509,0.000,0.000,31.0,3.86837,0.75847
1788633499.886,155,5.09617,0.47782,2.43507,0.000,0.000,31.0,3.89272,0.76325
1788633499.896,156,5.10223,0.48167,2.45757,0.000,0.000,31.0,3.91730,0.76806
1788633499.906,157,5.09972,0.49783,2.53878,0.000,0.000,31.0,3.94269,0.77304
1788633499.916,158,5.09477,0.49247,2.50900,0.000,0.000,31.0,3.96778,0.77797
1788633499.926,159,5.10141,0.48782,2.48855,0.000,0.000,31.0,3.99266,0.78284
1788633499.936,160,5.09412,0.50076,2.55093,0.000,0.000,31.0,4.01817,0.78785
1788633499.946,161,5.09686,0.49932,2.54494,0.000,0.000,31.0,4.04362,0.79285
1788633499.956,162,5.09774,0.48823,2.48885,0.000,0.000,31.0,4.06851,0.79773
1788633499.966,163,5.10204,0.48465,2.47269,0.000,0.000,31.0,4.09324,0.80257
1788633499.976,164,5.10318,0.51288,2.61734,0.000,0.000,31.0,4.11941,0.80770
1788633499.986,165,5.10275,0.49110,2.50598,0.000,0.000,31.0,4.14447,0.81261
1788633499.996,166,5.10461,0.49282,2.51565,0.000,0.000,31.0,4.16962,0.81754
1788633500.006,167,5.09918,0.48489,2.47256,0.000,0.000,31.0,4.19435,0.82239
1788633500.016,168,5.09899,0.51821,2.64236,0.000,0.000,31.0,4.22077,0.82757
1788633500.026,169,5.10410,0.49576,2.53040,0.000,0.000,31.0,4.24608,0.83253
1788633500.036,170,5.09073,0.48251,2.45632,0.000,0.000,31.0,4.27064,0.83736
1788633500.046,171,5.10032,0.46830,2.38848,0.000,0.000,31.0,4.29453,0.84204
1788633500.056,172,5.10528,0.48463,2.47417,0.000,0.000,31.0,4.31927,0.84689
1788633500.066,173,5.10006,0.47559,2.42554,0.000,0.000,31.0,4.34352,0.85164
1788633500.076,174,5.10655,0.49356,2.52038,0.000,0.000,31.0,4.36873,0.85658
1788633500.086,175,5.10447,0.49151,2.50889,0.000,0.000,31.0,4.39382,0.86149
1788633500.096,176,5.09750,0.51086,2.60412,0.000,0.000,31.0,4.41986,0.86660
1788633500.106,177,5.09878,0.49141,2.50558,0.000,0.000,31.0,4.44491,0.87151
1788633500.116,178,5.10309,0.49440,2.52297,0.000,0.000,31.0,4.47014,0.87646
1788633500.126,179,5.09061,0.49512,2.52047,0.000,0.000,31.0,4.49535,0.88141
1788633500.136,180,5.09604,0.47704,2.43099,0.000,0.000,31.0,4.51966,0.88618
1788633500.146,181,5.09826,0.49164,2.50650,0.000,0.000,31.0,4.54472,0.89110
1788633500.156,182,5.10511,0.50672,2.58687,0.000,0.000,31.0,4.57059,0.89616
1788633500.166,183,5.10088,0.49690,2.53462,0.000,0.000,31.0,4.59594,0.90113
1788633500.176,184,5.10022,0.49184,2.50849,0.000,0.000,31.0,4.62102,0.90605
1788633500.186,185,5.09628,0.49545,2.52494,0.000,0.000,31.0,4.64627,0.91101
1788633500.196,186,5.10240,0.49293,2.51510,0.000,0.000,31.0,4.67142,0.91593
1788633500.206,187,5.08907,0.47687,2.42680,0.000,0.000,31.0,4.69569,0.92070
1788633500.216,188,5.09966,0.46915,2.39250,0.000,0.000,31.0,4.71962,0.92539
1788633500.226,189,5.09990,0.47740,2.43470,0.000,0.000,31.0,4.74396,0.93017
1788633500.236,190,5.09185,0.48328,2.46077,0.000,0.000,31.0,4.76857,0.93500
1788633500.246,191,5.08475,0.49315,2.50752,0.000,0.000,31.0,4.79365,0.93993
1788633500.256,192,5.08913,0.49084,2.49793,0.000,0.000,31.0,4.81862,0.94484
1788633500.266,193,5.10596,0.49293,2.51686,0.000,0.000,31.0,4.84379,0.94977
1788633500.276,194,5.09457,0.47578,2.42391,0.000,0.000,31.0,4.86803,0.95453
1788633500.286,195,5.10099,0.47286,2.41208,0.000,0.000,31.0,4.89215,0.95926
1788633500.296,196,5.10428,0.47983,2.44919,0.000,0.000,31.0,4.91665,0.96406
1788633500.306,197,5.09281,0.50133,2.55317,0.000,0.000,31.0,4.94218,0.96907
1788633500.316,198,5.09991,0.49009,2.49939,0.000,0.000,31.0,4.96717,0.97397
1788633500.326,199,5.10541,0.49450,2.52465,0.000,0.000,31.0,4.99242,0.97891
1788633500.336,200,5.10184,0.48992,2.49948,0.000,0.000,31.0,5.01741,0.98381
1788633500.346,201,5.09077,0.50605,2.57621,0.000,0.000,31.0,5.04317,0.98887
1788633500.356,202,5.10484,0.48646,2.48332,0.000,0.000,31.0,5.06801,0.99374
1788633500.366,203,5.09833,0.49165,2.50660,0.000,0.000,31.0,5.09307,0.99866
1788633500.376,204,5.09798,0.48715,2.48349,0.000,0.000,31.0,5.11791,1.00353
1788633500.386,205,5.10916,0.48506,2.47827,0.000,0.000,31.0,5.14269,1.00838
1788633500.396,206,5.10046,0.49264,2.51271,0.000,0.000,31.0,5.16782,1.01330
1788633500.406,207,5.10287,0.48000,2.44940,0.000,0.000,31.0,5.19231,1.01810
1788633500.416,208,5.09398,0.50097,2.55192,0.000,0.000,31.0,5.21783,1.02311
1788633500.426,209,5.09746,0.48784,2.48676,0.000,0.000,31.0,5.24270,1.02799
1788633500.436,210,5.09957,0.50029,2.55128,0.000,0.000,31.0,5.26821,1.03300
1788633500.446,211,5.09681,0.48310,2.46226,0.000,0.000,31.0,5.29283,1.03783
1788633500.456,212,5.10164,0.50062,2.55397,0.000,0.000,31.0,5.31837,1.04283
1788633500.466,213,5.10105,0.49156,2.50746,0.000,0.000,31.0,5.34345,1.04775
1788633500.476,214,5.09526,0.48041,2.44782,0.000,0.000,31.0,5.36793,1.05255
1788633500.486,215,5.10388,0.49958,2.54980,0.000,0.000,31.0,5.39342,1.05755
1788633500.496,216,5.10404,0.48431,2.47194,0.000,0.000,31.0,5.41814,1.06239
1788633500.506,217,5.09427,0.49263,2.50959,0.000,0.000,31.0,5.44324,1.06732
1788633500.516,218,5.09534,0.50054,2.55040,0.000,0.000,31.0,5.46874,1.07232
1788633500.526,219,5.10145,0.47649,2.43077,0.000,0.000,31.0,5.49305,1.07709
1788633500.536,220,5.10219,0.48734,2.48649,0.000,0.000,31.0,5.51792,1.08196
1788633500.546,221,5.09364,0.48518,2.47131,0.000,0.000,31.0,5.54263,1.08681
1788633500.556,222,5.09747,0.49167,2.50626,0.000,0.000,31.0,5.56769,1.09173
1788633500.566,223,5.09528,0.50560,2.57620,0.000,0.000,31.0,5.59345,1.09679
1788633500.576,224,5.09494,0.50795,2.58796,0.000,0.000,31.0,5.61933,1.10186
1788633500.586,225,5.09173,0.48347,2.46171,0.000,0.000,31.0,5.64395,1.10670
1788633500.596,226,5.09895,0.47321,2.41289,0.000,0.000,31.0,5.66808,1.11143
1788633500.606,227,5.10810,0.49580,2.53258,0.000,0.000,31.0,5.69341,1.11639
1788633500.616,228,5.10287,0.47444,2.42099,0.000,0.000,31.0,5.71762,1.12113
1788633500.626,229,5.10244,0.47333,2.41516,0.000,0.000,31.0,5.74177,1.12587
1788633500.636,230,5.10069,0.49277,2.51345,0.000,0.000,31.0,5.76690,1.13080
1788633500.646,231,5.09768,0.50079,2.55285,0.000,0.000,31.0,5.79243,1.13580
1788633500.656,232,5.09299,0.51008,2.59783,0.000,0.000,31.0,5.81841,1.14090
1788633500.666,233,5.09436,0.48434,2.46738,0.000,0.000,31.0,5.84308,1.14575
1788633500.676,234,5.10216,0.49091,2.50470,0.000,0.000,31.0,5.86813,1.15066
1788633500.686,235,5.09050,0.49980,2.54426,0.000,0.000,31.0,5.89357,1.15565
1788633500.696,236,5.09239,0.49372,2.51422,0.000,0.000,31.0,5.91871,1.16059
1788633500.706,237,5.10205,0.48267,2.46259,0.000,0.000,31.0,5.94334,1.16542
1788633500.716,238,5.10345,0.49767,2.53986,0.000,0.000,31.0,5.96874,1.17039
1788633500.726,239,5.09544,0.47030,2.39641,0.000,0.000,31.0,5.99270,1.17510
1788633500.736,240,5.09796,0.49974,2.54766,0.000,0.000,31.0,6.01818,1.18010
1788633500.746,241,5.10503,0.50342,2.57000,0.000,0.000,31.0,6.04388,1.18513
1788633500.756,242,5.09876,0.49007,2.49877,0.000,0.000,31.0,6.06887,1.19003
1788633500.766,243,5.10250,0.47586,2.42808,0.000,0.000,31.0,6.09315,1.19479
1788633500.776,244,5.10211,0.51159,2.61017,0.000,0.000,31.0,6.11925,1.19990
1788633500.786,245,5.09812,0.50564,2.57782,0.000,0.000,31.0,6.14503,1.20496
1788633500.796,246,5.10090,0.49341,2.51682,0.000,0.000,31.0,6.17020,1.20990
1788633500.806,247,5.10094,0.48859,2.49226,0.000,0.000,31.0,6.19512,1.21478
1788633500.816,248,5.10058,0.48934,2.49592,0.000,0.000,31.0,6.22008,1.21967
1788633500.826,249,5.09852,0.50824,2.59125,0.000,0.000,31.0,6.24599,1.22476
1788633500.836,250,5.10454,0.50849,2.59559,0.000,0.000,31.0,6.27195,1.22984
1788633500.846,251,5.10327,0.49161,2.50883,0.000,0.000,31.0,6.29703,1.23476
1788633500.856,252,5.08953,0.48052,2.44561,0.000,0.000,31.0,6.32149,1.23956
1788633500.866,253,5.10042,0.49100,2.50429,0.000,0.000,31.0,6.34653,1.24447
1788633500.876,254,5.10082,0.48863,2.49240,0.000,0.000,31.0,6.37146,1.24936
1788633500.886,255,5.09394,0.47541,2.42172,0.000,0.000,31.0,6.39567,1.25411
1788633500.896,256,5.10225,0.49182,2.50942,0.000,0.000,31.0,6.42077,1.25903
1788633500.906,257,5.11048,0.47535,2.42928,0.000,0.000,31.0,6.44506,1.26379
1788633500.916,258,5.10951,0.50673,2.58912,0.000,0.000,31.0,6.47095,1.26885
1788633500.926,259,5.10431,0.48259,2.46330,0.000,0.000,31.0,6.49559,1.27368
1788633500.936,260,5.11134,0.48302,2.46887,0.000,0.000,31.0,6.52027,1.27851
1788633500.946,261,5.09815,0.50384,2.56863,0.000,0.000,31.0,6.54596,1.28355
1788633500.956,262,5.11441,0.50121,2.56338,0.000,0.000,31.0,6.57159,1.28856
1788633500.966,263,5.10396,0.50014,2.55271,0.000,0.000,31.0,6.59712,1.29356
1788633500.976,264,5.10888,0.50094,2.55923,0.000,0.000,31.0,6.62271,1.29857
1788633500.986,265,5.09698,0.50719,2.58511,0.000,0.000,31.0,6.64856,1.30364
1788633500.996,266,5.10341,0.48693,2.48500,0.000,0.000,31.0,6.67341,1.30851
1788633501.006,267,5.09585,0.49084,2.50127,0.000,0.000,31.0,6.69843,1.31342
1788633501.016,268,5.10074,0.48748,2.48653,0.000,0.000,31.0,6.72329,1.31829
1788633501.026,269,5.10075,0.49147,2.50687,0.000,0.000,31.0,6.74836,1.32321
1788633501.036,270,5.10092,0.49348,2.51721,0.000,0.000,31.0,6.77353,1.32814
1788633501.046,271,5.10304,0.47903,2.44453,0.000,0.000,31.0,6.79798,1.33293
1788633501.056,272,5.09723,0.49015,2.49841,0.000,0.000,31.0,6.82296,1.33784
1788633501.066,273,5.10334,0.47756,2.43716,0.000,0.000,31.0,6.84733,1.34261
1788633501.076,274,5.10275,0.49910,2.54677,0.000,0.000,31.0,6.87280,1.34760
1788633501.086,275,5.10893,0.47308,2.41693,0.000,0.000,31.0,6.89697,1.35233
1788633501.096,276,5.10182,0.49941,2.54790,0.000,0.000,31.0,6.92245,1.35733
1788633501.106,277,5.10401,0.47609,2.42997,0.000,0.000,31.0,6.94675,1.36209
1788633501.116,278,5.10305,0.48706,2.48549,0.000,0.000,31.0,6.97160,1.36696
1788633501.126,279,5.10543,0.48670,2.48484,0.000,0.000,31.0,6.99645,1.37183
1788633501.136,280,5.09726,0.50712,2.58490,0.000,0.000,31.0,7.02230,1.37690
1788633501.146,281,5.10630,0.48748,2.48922,0.000,0.000,31.0,7.04719,1.38177
1788633501.156,282,5.09175,0.48436,2.46626,0.000,0.000,31.0,7.07186,1.38662
1788633501.166,283,5.10167,0.48071,2.45242,0.000,0.000,31.0,7.09638,1.39142
1788633501.176,284,5.09472,0.49186,2.50588,0.000,0.000,31.0,7.12144,1.39634
1788633501.186,285,5.10550,0.48981,2.50071,0.000,0.000,31.0,7.14645,1.40124
1788633501.196,286,5.09893,0.49532,2.52559,0.000,0.000,31.0,7.17170,1.40619
1788633501.206,287,5.10167,0.47646,2.43076,0.000,0.000,31.0,7.19601,1.41096
1788633501.216,288,5.10035,0.48358,2.46644,0.000,0.000,31.0,7.22068,1.41579
1788633501.226,289,5.10009,0.50538,2.57747,0.000,0.000,31.0,7.24645,1.42085
1788633501.236,290,5.09958,0.48934,2.49541,0.000,0.000,31.0,7.27140,1.42574
1788633501.246,291,5.10816,0.48438,2.47430,0.000,0.000,31.0,7.29615,1.43058
1788633501.256,292,5.09545,0.48214,2.45672,0.000,0.000,31.0,7.32071,1.43540
1788633501.266,293,5.10651,0.49809,2.54350,0.000,0.000,31.0,7.34615,1.44039
1788633501.276,294,5.10134,0.47554,2.42592,0.000,0.000,31.0,7.37041,1.44514
1788633501.286,295,5.09637,0.49100,2.50230,0.000,0.000,31.0,7.39543,1.45005
1788633501.296,296,5.09596,0.49118,2.50305,0.000,0.000,31.0,7.42046,1.45496
1788633501.306,297,5.09975,0.49517,2.52525,0.000,0.000,31.0,7.44571,1.45991
1788633501.316,298,5.09904,0.49239,2.51071,0.000,0.000,31.0,7.47082,1.46484
1788633501.326,299,5.10611,0.48912,2.49748,0.000,0.000,31.0,7.49580,1.46973
1788633501.336,300,5.09754,0.48185,2.45623,0.000,0.000,31.0,7.52036,1.47455
1788633501.336,301,5.10228,0.88795,4.53058,0.000,0.000,31.0,7.56566,1.48343
